Student_ID,First_Name,Last_Name,DOB,Department,Admission_Year,GPA,Grade,Fees_Status,Amount_Paid,Scholarship
2606,Derrick,Kennedy,1999-11-17,Computer Science,1977,2.5,A,Paid,8480,No
7452,Alexis,Stone,2001-08-28,Mathematics,1987,2.5,D,Unpaid,0,Yes
9503,William,Brown,2003-03-25,Biology,2024,3.72,C,Unpaid,0,Yes
5748,Michael,Wiley,2005-08-29,Mathematics,1970,2.42,A,,0,Yes
8348,Cynthia,Scott,2001-07-09,,1984,2.51,F,Paid,13608,No
9005,Lisa,Cummings,2004-08-04,Mathematics,1982,3.67,B,Paid,0,Yes
4559,Natalie,Nguyen,2002-03-20,Biology,2012,,A,Unpaid,10996,Yes
7931,Eric,James,2001-10-24,Mathematics,1981,2.44,C,Paid,12489,Yes
2370,Gregory,Williams,2002-03-22,Biology,2015,3.92,F,Unpaid,0,No
7034,Vickie,Arnold,2004-02-17,Physics,1994,2.53,C,Paid,0,No
4606,Derek,Johnson,,Chemistry,2011,2.68,F,Paid,17396,Yes
5274,Jamie,Jenkins,invalid_date,Physics,1988,2.31,F,,0,Yes
3729,Rose,Brooks,2002-06-22,Biology,1970,3.25,A,Paid,10283,No
8065,Tyler,,1999-01-23,Biology,2015,2.71,B,Paid,,No
4144,Katrina,Anderson,1999-09-26,Chemistry,2014,2.55,F,Unpaid,6380,No
6873,Tanya,Rodriguez,2000-05-10,Physics,1971,2.76,A,Unpaid,1011,Yes
2884,Joe,Kelly,2004-11-26,Biology,1971,3.85,A,Paid,3779,Yes
1452,David,Johnson,1999-06-15,Biology,2011,2.11,D,Paid,5417,
9614,Jesus,,,Computer Science,1981,3.07,C,Unpaid,13165,Yes
8399,Patrick,Ford,1999-10-24,Computer Science,1991,2.28,F,Unpaid,0,Yes
4304,Charlotte,May,2006-06-15,Chemistry,1986,2.34,F,Paid,0,No
9144,David,Mann,2001-11-03,Biology,1996,4.89,D,Paid,8812,
7520,Vernon,Miller,2002-06-08,Mathematics,2004,,F,Paid,,Yes
4395,,Coleman,2004-07-04,Physics,2020,3.13,F,Unpaid,0,Yes
1689,Christina,Barber,2003-02-01,Physics,1994,2.94,,Unpaid,0,No
4537,Anthony,Taylor,invalid_date,Mathematics,1994,3.06,F,Unpaid,0,Yes
2714,Caitlin,Hernandez,2006-01-28,Biology,1975,3.4,D,Unpaid,0,Yes
4243,,Martin,2001-08-13,Physics,2009,3.35,B,Paid,0,No
8510,Kyle,Johnson,2004-06-23,Physics,1999,2.18,B,,,No
7193,Susan,Taylor,,Physics,2023,3.68,F,Unpaid,1177,No
6925,Angela,Snyder,1998-09-02,Computer Science,1977,2.15,A,Paid,9334,No
9952,Frank,Yoder,2001-12-10,Chemistry,2017,2.87,C,Unpaid,0,Yes
3479,Natasha,Hanson,2000-04-02,Physics,1971,3.29,D,Unpaid,2551,Yes
2716,Lisa,Roberts,1999-03-27,Chemistry,2022,3.95,C,Paid,0,Yes
8993,Jo,Mcguire,2005-10-01,Biology,1981,2.68,B,Paid,16018,No
3431,Amy,,2001-12-30,Computer Science,1970,3.59,D,Unpaid,3600,No
7650,Janet,Lang,2003-06-21,Mathematics,2010,3.01,D,Unpaid,4401,No
7934,Christian,Sloan,2003-05-02,Physics,2006,3.32,A,Unpaid,4880,No
9539,Derrick,Massey,2005-12-03,Biology,1988,2.87,A,Unpaid,6236,No
9116,Richard,Ayala,2005-03-19,Mathematics,1994,2.6,B,Unpaid,,
6283,James,Green,2001-12-27,Physics,2020,2.64,F,Paid,0,Yes
9166,Leslie,Moore,2003-02-02,Computer Science,1984,2.35,F,Unpaid,9574,Yes
9169,Kelly,Burton,2000-04-11,Biology,1996,3.94,,Paid,15723,Yes
4309,Sherry,Schmitt,2003-11-16,Mathematics,1983,3.35,A,Unpaid,15389,No
9893,Jason,,1998-07-10,Biology,1991,3.58,C,Unpaid,18430,Yes
1159,,Thomas,2004-03-05,Biology,1982,2.12,C,Unpaid,0,No
6574,Julie,Bennett,1999-08-25,Biology,2024,2.5,D,Paid,0,No
6214,John,Singh,2003-01-02,Biology,1982,2.6,F,Paid,11389,No
6272,Michelle,Peters,2003-12-16,Biology,2003,2.15,F,Paid,15411,No
1581,Elizabeth,Young,,Biology,2014,3.22,,Unpaid,3993,Yes
9603,Donna,Melendez,2002-08-27,Physics,1980,3.49,F,Paid,17358,No
3430,Jeremy,Gray,,Biology,2011,3.57,C,Paid,0,Yes
5208,Max,Myers,2001-09-21,Physics,2010,3.3,B,Paid,14138,No
3554,Francisco,Ruiz,2003-02-11,,2004,3.64,B,Unpaid,0,Yes
7209,Andre,Torres,2003-01-22,Physics,1997,3.03,F,Paid,0,No
5823,Ashley,Ortiz,1999-01-19,,2009,2.88,C,Unpaid,0,No
8707,Brian,Sullivan,1999-02-26,Biology,2012,2.23,F,,8954,No
2087,Crystal,Davis,2003-08-20,Chemistry,1985,2.65,F,Unpaid,17396,Yes
2386,Michael,Mcpherson,2004-09-13,Mathematics,1970,3.18,,Unpaid,5122,No
9462,Travis,Hernandez,2002-09-05,Chemistry,1973,3.39,A,Paid,8681,No
4687,Bryan,Silva,2004-11-20,,1999,3.48,F,Unpaid,5830,Yes
1665,John,Walters,1998-08-14,Biology,2011,3.12,B,Unpaid,1778,No
5922,Alexander,,2000-03-22,Physics,1972,3.53,B,Paid,7566,No
1250,Sonia,Keith,2002-01-20,Biology,2013,2.09,B,Paid,,No
8349,Mark,Rodriguez,,Physics,2014,3.18,C,Paid,0,No
6416,Lori,Maxwell,,Mathematics,2014,2.46,A,Paid,6513,Yes
3632,Michael,Wolfe,2001-07-20,,1979,3.19,B,Unpaid,0,Yes
3438,Elizabeth,Larson,2001-02-21,Biology,2004,2.33,F,Paid,0,Yes
8548,Derek,Morrison,1999-03-15,Mathematics,1975,3.34,A,Paid,2684,Yes
7083,Sandra,Palmer,2004-10-28,Mathematics,1998,2.5,B,,0,No
9273,Shane,Adams,1998-09-08,Biology,1991,3.48,,Paid,0,Yes
7262,Douglas,Dennis,invalid_date,Mathematics,1992,3.28,C,Paid,2473,No
9680,Larry,Jackson,2005-05-13,Biology,2013,3.17,F,Paid,17006,No
9231,Debra,Miller,2000-07-09,Computer Science,2012,3.35,B,Unpaid,3823,No
1550,Jessica,Johnson,2003-09-17,Computer Science,2012,3.97,F,Paid,0,Yes
2485,Kristen,Wilson,2005-11-07,Biology,1982,2.09,D,Paid,15102,Yes
9486,Ricky,Cox,1998-09-22,Chemistry,2018,3.91,,Unpaid,19134,Yes
2251,Alec,Sharp,2003-06-28,Chemistry,1974,3.28,,Unpaid,19097,Yes
7985,Patricia,Flores,2005-11-01,Mathematics,1993,2.46,B,Unpaid,0,Yes
4376,Amanda,Lowe,2002-11-06,Mathematics,1979,3.97,D,Unpaid,1123,No
5745,,Wood,2001-08-12,Mathematics,1991,2.31,D,Unpaid,0,Yes
9772,Tina,Horton,1999-10-17,Computer Science,2014,3.49,A,Unpaid,7477,Yes
7845,Janet,Estrada,2002-06-14,Physics,2020,3.32,,,0,Yes
8900,,Burnett,2000-09-07,Physics,1988,2.27,A,Unpaid,0,Yes
7366,Annette,Perez,1999-06-05,Mathematics,2003,3.81,D,Paid,1509,No
4826,David,,2003-07-15,Biology,2002,2.24,F,Unpaid,18279,Yes
1335,Stephanie,Arnold,2002-04-17,Physics,2011,,F,Paid,0,No
1003,George,Kline,2000-11-09,Physics,1992,2.09,B,Paid,0,No
3981,Vincent,Deleon,2005-12-15,,1988,2.12,A,Unpaid,2774,No
5955,Christy,Romero,2005-08-14,Biology,2013,3.04,B,Paid,9250,No
9304,Ebony,Blackwell,2000-05-10,,1975,2.08,C,Paid,0,Yes
5169,Mary,Johnson,,Physics,2001,2.4,D,Unpaid,0,No
6450,Holly,Day,2001-10-03,,2021,2.08,A,Unpaid,0,No
2075,Christopher,Jackson,2004-10-31,Computer Science,1980,2.54,C,Paid,0,
9085,John,Chaney,2002-10-19,Physics,1977,3.14,B,Paid,9046,Yes
5292,Maria,Ortiz,2006-05-18,Biology,2004,3.35,A,Paid,0,Yes
5961,Gregory,Guerrero,2001-05-18,Biology,1987,2.22,C,Paid,17771,Yes
7685,Sonya,,2000-06-06,Mathematics,2008,3.68,,Unpaid,0,Yes
7294,Sue,Sutton,2005-07-01,Mathematics,2018,2.71,B,Paid,0,Yes
7286,Paula,Baker,2003-07-05,Chemistry,1997,2.08,F,Unpaid,,No
3683,Julia,Matthews,2000-09-24,Computer Science,2011,2.31,C,Paid,0,Yes
3086,Mary,Gillespie,2006-06-12,Computer Science,2000,2.87,A,Paid,5694,No
4914,,Jackson,1999-03-31,Biology,1998,2.38,B,Paid,0,
5703,Jennifer,Alexander,1998-11-11,Chemistry,2015,3.15,D,Paid,4441,No
6472,Ronald,Brown,1999-10-21,Computer Science,1980,2.84,D,Unpaid,0,Yes
1909,Michelle,Brooks,2001-03-04,,2011,3.07,F,Paid,14470,Yes
1588,Dale,Lang,2003-10-27,Physics,1998,2.57,C,Unpaid,16424,Yes
8886,Courtney,Schneider,2003-06-16,Physics,2022,3.25,D,Unpaid,0,Yes
7846,Jennifer,Sullivan,2003-04-13,Chemistry,1978,2.21,A,Unpaid,0,No
3308,Christina,Hall,2002-08-12,Computer Science,2016,2.44,A,Paid,0,No
9058,Billy,Marks,1999-01-10,Physics,2014,3.09,A,Unpaid,10759,No
2337,Matthew,Williams,2002-12-22,Physics,2022,3.7,C,Unpaid,0,No
3480,Joann,Harvey,2002-07-26,Physics,2023,3.09,C,Unpaid,0,Yes
6779,Nicholas,Adams,2002-03-09,Physics,1977,2.39,F,Paid,18980,No
7736,Connie,Romero,2001-03-16,Mathematics,2009,2.29,A,Unpaid,2273,No
1576,Pamela,Pierce,2001-10-07,Chemistry,2022,2.78,,Paid,17506,Yes
8639,Tyler,Long,2004-09-09,Biology,1977,2.66,A,Paid,0,Yes
7335,Michael,Baker,2005-11-27,Chemistry,1982,3.26,D,Paid,0,No
8518,Emily,Hall,1998-09-11,Chemistry,2020,2.73,F,Paid,0,No
1770,Stephen,Diaz,1999-06-25,Physics,2002,2.1,,Unpaid,16651,Yes
8715,William,Turner,2002-03-08,Computer Science,1990,2.62,D,Unpaid,0,Yes
1331,Francis,,2003-08-27,Computer Science,2016,3.23,D,Unpaid,,Yes
1531,Karen,Rangel,2004-02-21,Physics,2019,3.33,B,Unpaid,0,Yes
3174,Matthew,Bryant,2006-06-13,Computer Science,1976,2.24,F,Unpaid,8310,Yes
6306,Linda,Rivers,1999-08-17,Biology,2016,2.7,B,Unpaid,0,Yes
2725,Sheryl,Mendoza,2004-12-19,Biology,2022,4.76,F,Unpaid,17499,No
9997,Alexis,,1999-09-11,Computer Science,1998,3.99,C,Paid,0,Yes
6679,Alyssa,,2006-01-07,Chemistry,1987,3.69,C,Unpaid,14965,No
4194,Keith,Davis,1998-10-02,Computer Science,1988,2.56,A,Unpaid,18834,Yes
7281,,Olson,1999-07-02,Mathematics,2023,2.4,F,Unpaid,0,Yes
9033,Austin,Olsen,2004-06-27,Chemistry,1977,3.4,F,Unpaid,0,No
2818,Amanda,Phillips,2002-02-22,Biology,2013,2.82,B,,9652,No
1985,Andrea,Ward,2000-08-06,Physics,1994,2.63,D,Unpaid,18355,No
8654,Sarah,Davis,1998-10-04,Physics,2004,2.18,D,Unpaid,14939,Yes
6535,Benjamin,Barrett,2003-11-04,Biology,2006,,F,Unpaid,16530,Yes
5855,Randall,Brown,2000-10-20,Computer Science,1975,2.86,F,Unpaid,18673,Yes
3082,David,Wade,2000-09-25,Biology,1970,2.05,C,Unpaid,0,No
7351,Michael,Willis,2001-10-03,Physics,1972,3.8,B,Paid,14591,No
5813,Brett,Gonzalez,1999-06-21,Biology,2011,3.75,A,Unpaid,17256,Yes
2991,Joshua,Johnson,2001-05-31,,1971,3.56,B,Unpaid,0,No
4098,Wendy,Sullivan,2000-12-20,Biology,2022,3.39,A,Paid,0,No
1625,Jonathan,Lyons,2001-09-01,Computer Science,1979,3.55,C,Paid,0,Yes
7422,Erin,Guzman,2003-09-24,Biology,1978,2.19,C,Unpaid,1678,Yes
8283,,Klein,2005-04-27,Physics,1997,3.46,C,Unpaid,0,Yes
7087,Sarah,Rodriguez,2003-11-28,Chemistry,1996,3.17,B,Paid,13834,No
8462,Wanda,Kennedy,2000-02-06,Chemistry,2023,2.22,B,Paid,18156,Yes
6841,Kathleen,Reed,2004-10-28,Computer Science,2002,2.86,C,,0,Yes
2234,Kathryn,Deleon,2005-07-02,Physics,1971,3.84,B,Paid,10025,No
1731,Zachary,,2003-02-05,Mathematics,1991,2.02,A,Paid,,Yes
1655,Paul,Jennings,2003-02-05,Chemistry,2013,2.32,,Paid,19543,No
8965,Mary,Allen,1998-12-30,Physics,1979,2.22,C,Unpaid,0,Yes
5184,John,Jimenez,2001-05-15,Mathematics,1975,3,D,Paid,0,Yes
1436,Darren,Joyce,2002-11-15,Biology,2017,3.57,A,Paid,7990,No
9520,Tina,Hill,2003-03-09,Chemistry,1996,3.08,A,Paid,0,Yes
4538,Linda,Smith,1998-08-10,Mathematics,2013,,A,Paid,,Yes
4762,Sherry,,1999-11-11,Biology,2009,2.86,A,Paid,0,No
2531,John,Friedman,2006-03-19,Chemistry,2021,2.53,F,Paid,8716,Yes
9580,Emily,House,2002-09-14,Computer Science,1985,3.5,A,Unpaid,5813,No
7883,Amanda,Davis,2005-06-17,Computer Science,1973,2.01,F,Paid,0,Yes
9308,Nancy,Torres,,Biology,1984,2.9,C,Paid,2551,No
6002,Francisco,Henderson,2003-11-28,Biology,1998,2.7,C,Unpaid,0,No
2858,Miranda,Stevenson,2005-10-30,Computer Science,1971,2.7,C,Paid,4532,No
3386,Eric,Stuart,2000-09-06,Biology,1973,3.37,D,Unpaid,2986,No
7979,Meghan,Valencia,2001-04-23,Physics,2010,2.34,D,Unpaid,3293,Yes
7914,Lori,Thomas,1999-08-29,Mathematics,2023,3.64,D,Unpaid,0,No
2376,Brenda,Roberts,2001-05-31,Chemistry,1997,2.97,B,Paid,16331,Yes
7809,Brett,Gonzalez,1999-05-02,Computer Science,1979,3.77,D,Paid,0,No
2030,Eric,Parsons,2003-09-15,Chemistry,2008,3.68,B,Unpaid,0,Yes
2625,Melvin,Keller,2003-04-06,Computer Science,2019,3.49,B,Unpaid,0,No
7802,Kelly,Harrington,2002-01-15,Mathematics,2017,2.86,F,Unpaid,0,Yes
3558,Kelly,Campbell,2005-03-19,Chemistry,1990,2.65,F,Unpaid,12487,Yes
1503,Troy,Salazar,2004-12-07,Physics,1997,3.79,C,Paid,18415,Yes
8319,Richard,Guerra,1999-01-24,Biology,1997,3.45,B,Paid,,Yes
3029,Carlos,Vazquez,,Physics,1975,2.77,A,Paid,16316,No
1001,Kenneth,Morris,2000-08-22,Physics,1975,3.84,C,Unpaid,10104,No
1354,Michele,Blair,invalid_date,Computer Science,1996,3.95,B,Unpaid,0,No
6083,Grace,Burke,2005-06-18,Physics,2024,3.61,A,Unpaid,6060,Yes
4405,,Williams,2004-08-24,Biology,1983,3.64,F,Unpaid,6665,No
1731,Zachary,,2003-02-05,Mathematics,1991,2.02,A,Paid,,Yes
9680,Larry,Jackson,2005-05-13,Biology,2013,3.17,F,Paid,17006,No
7590,Scott,White,2004-08-22,Physics,1996,,A,Paid,2373,Yes
4188,Pamela,Stone,2003-09-23,Mathematics,1972,3.65,F,Paid,14256,No
4130,David,Marshall,2002-06-01,Chemistry,1975,3.77,A,Unpaid,,Yes
9332,Gloria,Hampton,2004-05-20,Physics,1971,2.47,B,Paid,0,No
9166,Leslie,Moore,2003-02-02,Computer Science,1984,2.35,F,Unpaid,9574,Yes
8382,,Gomez,1999-06-24,Computer Science,2007,,D,Unpaid,0,No
7351,Michael,Willis,2001-10-03,Physics,1972,3.8,B,Paid,14591,No
1203,Darren,Cox,2002-04-18,Physics,1980,3.78,D,Paid,10269,Yes
9539,Derrick,Massey,2005-12-03,Biology,1988,2.87,A,Unpaid,6236,No
2318,Michelle,,2001-11-19,Biology,1972,3.41,C,Paid,0,Yes
4826,David,,2003-07-15,Biology,2002,2.24,F,Unpaid,18279,Yes
9116,Richard,Ayala,2005-03-19,Mathematics,1994,2.6,B,Unpaid,,
6002,Francisco,Henderson,2003-11-28,Biology,1998,2.7,C,Unpaid,0,No
1265,Christopher,Ward,invalid_date,Computer Science,1987,3.32,B,Unpaid,10283,Yes
7985,Patricia,Flores,2005-11-01,Mathematics,1993,2.46,B,Unpaid,0,Yes
7981,Joseph,Best,2002-01-07,Computer Science,2009,3.07,C,Paid,0,Yes
9965,Cynthia,Fisher,2001-11-03,Physics,1993,2.89,F,Unpaid,0,Yes
9085,John,Chaney,2002-10-19,Physics,1977,3.14,B,Paid,9046,Yes
